datum	pilotaaz	helyezes	hiba	csapat	tipus	motor
1955.07.16	655	4		Daimler Benz AG	Mercedes 	Mercedes 
1952.09.07	228		sebességváltó		Osca 	Osca
1957.05.30	102		kompresszor	Lesovsky	Lesovsky	Offenhauser 
1954.05.31	105		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1953.01.18	248	2		Scuderia Ferrari	Ferrari 	Ferrari 
1952.06.22	448	4		Leslie Hawthorn	Cooper 	Bristol 
1954.05.31	800		kiesett	Kurtis Kraft	Kurtis 	Offenhauser 
1955.01.16	721	2		Scuderia Ferrari	Ferrari 	Ferrari 
1960.06.19	178	1		Cooper Car Company	Cooper 	Climax 
1954.07.17	499		futómû	Gilby Engineering Ltd	Maserati 	Maserati 
1952.08.17	668		differenciálmû	Escuderia Bandeirantes	Maserati 	Maserati
1951.06.17	781		hûtés	Alfa Romeo SpA	Alfa 	Alfa 
1958.07.06	111		olajfolyás	Owen Racing Organisation	BRM 	BRM 
1956.06.03	606	7		Officine Alfieri Maserati	Maserati 	Maserati 
1954.01.17	767	7		Officine Alfieri Maserati	Maserati 	Maserati 
1958.08.03	670	6		Dr Ing F Porsche KG	Porsche 	Porsche
1954.05.31	471	15		Kurtis Kraft	Kurtis 	Offenhauser 
1952.05.30	511	15		George Leitenberger	Sherman	Offenhauser 
1959.08.02	83		futómû	Rob Walker Racing Team	Cooper 	Climax 
1960.05.29	547		nem teljesítette a távot	Owen Racing Organisation	BRM 	BRM 
1958.06.15	238	5		Owen Racing Organisation	BRM 	BRM 
1960.07.16	547	10		Owen Racing Organisation	BRM 	BRM 
1950.09.03	1		sebességváltó	Alfa Romeo SpA	Alfa 	Alfa 
1957.01.13	599		kuplung	Scuderia Ferrari	Lancia 	Lancia 
1951.06.17	1	9		Alfa Romeo SpA	Alfa 	Alfa 
1955.05.30	693	1		Kurtis Kraft	Kurtis 	Offenhauser 
1955.07.16	784		motor	Connaught Engineering	Connaught 	Alta 
1950.05.30	602	23		Norm Olson	Olson	Offenhauser 
1960.05.29	499		túlhajtás	High Efficiency Motors	Cooper 	Climax 
1954.05.31	698	6		Kurtis Kraft	Kurtis 	Offenhauser 
1954.07.04	269		motor		Gordini 	Gordini 
1960.02.07	238		benzinpumpa	Ecurie Bleue	Cooper 	Climax 
1952.08.03	358		kiesett		BMW 	BMW 
1955.01.16	94		benzinhiány		Maserati 	Maserati 
1954.05.31	421		kiesett	Kurtis Kraft	Kurtis 	Offenhauser 
1953.01.18	238	7		Equipe Gordini	Gordini 	Gordini 
1953.08.02	234		kiállás	Officine Alfieri Maserati	Maserati 	Maserati 
1951.07.14	419		kuplung	Alfa Romeo SpA	Alfa 	Alfa 
1952.07.19	32		nem rajtolt el	WS Aston	Aston	Butterworth 
1955.07.16	238	9		Vandervell Products Ltd	Vanwall	Vanwall 
1959.09.13	452	10		David Brown Corporation	Aston 	Aston 
1955.07.16	300		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1958.10.19	756	9		Joakim Bonnier Racing Team	Maserati 	Maserati 
1956.07.01	655		motor	Officine Alfieri Maserati	Maserati 	Maserati 
1955.01.16	474		karambol	Equipe Gordini	Gordini 	Gordini 
1954.01.17	759		karambol	Ecurie Rosier	Ferrari 	Ferrari 
1958.10.19	448	2		Scuderia Ferrari	Ferrari 	Ferrari 
1954.08.22	721	2		Scuderia Ferrari	Ferrari 	Ferrari 
1960.05.29	553		kizárták	Scuderia Castellotti	Cooper 	Ferrari
1954.08.22	595		karambol	Scuderia Ferrari	Ferrari 	Ferrari 
1955.07.16	694	7		Equipe Gordini	Gordini 	Gordini 
1951.10.28	140	10		Scuderia Milano	Maserati 	Maserati 
1955.05.22	701		kizárták	Stirling Moss Ltd	Maserati 	Maserati 
1960.05.30	611	4		Phillips	Phillips	Offenhauser 
1956.05.30	360		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1954.09.05	779		karambol	Daimler Benz AG	Mercedes 	Mercedes 
1956.09.02	736	10		Scuderia Guastalla	Maserati 	Maserati 
1960.07.16	334	2		Team Lotus	Lotus 	Climax 
1959.07.05	499		dugattyú	High Efficiency Motors	Cooper 	Maserati 
1960.06.06	130		futómû	Team Lotus	Lotus 	Climax 
1955.09.11	316		sebességváltó	Officine Alfieri Maserati	Maserati 	Maserati 
1954.07.17	238	12			Maserati 	Maserati 
1957.05.19	129		kizárták	Cooper Car Company	Cooper 	Climax 
1956.05.30	56		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1953.08.02	735		motor	RJ Chase	Cooper 	Bristol 
1950.05.30	725	4		MA Walker	Kurtis 	Offenhauser 
1960.06.19	226	3		Yeoman Credit Racing Team	Cooper 	Climax 
1955.06.05	532	4		Scuderia Ferrari	Ferrari 	Ferrari 
1952.08.03	419	2		Scuderia Ferrari	Ferrari 	Ferrari 
1953.09.13	53		motor	Scuderia Milano	Maserati 	Maserati 
1960.07.16	381	13		JB Naylor	JBW	Maserati 
1958.06.15	83		motor	Vandervell Products Ltd	Vanwall	Vanwall 
1958.06.15	185	9		Joakim Bonnier Racing Team	Maserati 	Maserati 
1958.06.15	295		motor	Scuderia Centro Sud	Maserati 	Maserati 
1960.02.07	83		kiállás	Rob Walker Racing Team	Cooper 	Climax 
1959.12.12	272	7		Blanchard Automobiles	Porsche 	Porsche 
1957.05.30	163	16		Kurtis Kraft	Kurtis 	Offenhauser 
1957.05.19	599		karambol	Scuderia Ferrari	Lancia 	Lancia 
1954.05.31	33		kiesett	Kurtis Kraft	Kurtis 	Offenhauser 
1952.09.07	738	13		Ecurie Richmond	Cooper 	Bristol 
1950.05.21	419		karambol	Alfa Romeo SpA	Alfa 	Alfa 
1960.06.06	115		visszalépés	Reventlow Automobiles Inc	Scarab	Scarab 
1959.07.18	121	13		British Racing Partnership	Cooper 	Borgward
1960.02.07	111	3		Rob Walker Racing Team	Cooper 	Climax 
1957.08.04	670	12		Dr Ing Porsche KG	Porsche 	Porsche 
1960.05.30	762		törés	Kurtis Kraft	Kurtis 	Offenhauser 
1953.09.13	234		karambol	Officine Alfieri Maserati	Maserati 	Maserati 
1960.06.19	518	4		Scuderia Ferrari	Ferrari 	Ferrari 
1952.08.17	419	2		Scuderia Ferrari	Ferrari 	Ferrari 
1954.08.01	721	2		Scuderia Ferrari	Ferrari 	Ferrari 
1952.06.22	738	9		Ecurie Richmond	Cooper 	Bristol 
1954.01.17	287	9		Scuderia Ferrari	Ferrari 	Ferrari 
1955.07.16	178		motor	Cooper Car Company	Cooper 	Bristol 
1950.06.18	438		túlhajtás	Automobiles Talbot-Darracq SA	Talbot-Lago 	Talbot 
1950.06.18	248	6		Scuderia Ferrari	Ferrari 	Ferrari 
1953.05.30	677	4		Grancor Auto Specialists	Kurtis 	Offenhauser 
1959.05.10	222	5		Cooper Car Company	Cooper 	Climax 
1955.01.16	432		kiesett	Officine Alfieri Maserati	Maserati 	Maserati 
1952.07.06	599	6		HW Motors	HWM	Alta 
1954.05.31	482		kiesett	Nichels	Kurtis 	Offenhauser 
1959.05.10	499		futómû	High Efficiency Motors	Cooper 	Maserati 
1952.05.18	655	1		Scuderia Ferrari	Ferrari 	Ferrari 
1956.06.03	587	6		Scuderia Ferrari	Lancia 	Lancia 
1960.06.06	369		visszalépés	Scuderia Centro Sud	Cooper 	Maserati 
1952.07.06	118		nem azonosított	Ecurie Belge	Simca-Gordini 	Gordini
1950.07.02	419	7		Alfa Romeo SpA	Alfa 	Alfa 
1954.05.31	458	9		Kurtis Kraft	Kurtis 	Offenhauser 
1953.07.05	499		gyújtás	Connaught Engineering	Connaught 	Lea 
1959.05.30	611		kiállás	Phillips	Phillips	Offenhauser 
1953.06.07	729	3		Officine Alfieri Maserati	Maserati 	Maserati 
1951.05.27	438	10			Talbot-Lago 	Talbot 
1957.07.07	606	5		Officine Alfieri Maserati	Maserati 	Maserati 
1954.09.05	42		motor	Scuderia Ferrari	Ferrari 	Ferrari 
1954.08.01	448		sebességváltó	Scuderia Ferrari	Ferrari 	Ferrari 
1957.08.18	1	2		Officine Alfieri Maserati	Maserati 	Maserati 
1954.10.24	756		befecskendezõ	Daimler Benz AG	Mercedes 	Mercedes 
1958.09.07	275	7		Team Lotus	Lotus 	Climax 
1952.08.03	617		törés	Scuderia Marzotto	Ferrari 	Ferrari
1953.05.30	81		kiesett	John Zink	Kurtis 	Offenhauser 
1960.05.30	411	12		Kuzma	Kuzma	Offenhauser 
1953.06.21	701		motor	HW Motors	HWM	Alta 
1952.08.03	675		sebességváltó	Escuderia Bandeirantes	Maserati 	Maserati
1956.08.05	248		motor	Luigi Piotti	Maserati 	Maserati 
1951.10.28	759	7		Ecurie Rosier	Talbot-Lago 	Talbot 
1950.05.30	709	8		Lou Moore	Lesovsky	Offenhauser 
1954.05.31	81		motor	Kurtis Kraft	Kurtis 	Offenhauser 
1950.05.30	56		kerék	Lou Moore	Deidt	Offenhauser 
1956.01.22	736	4		Officine Alfieri Maserati	Maserati 	Maserati 
1954.10.24	283		motor	Equipe Gordini	Gordini 	Gordini 
1955.05.30	698		kicsúszás	Kurtis Kraft	Kurtis 	Offenhauser 
1958.05.26	394		motor	Vandervell Products Ltd	Vanwall	Vanwall 
1958.05.26	178	8		Cooper Car Company	Cooper 	Climax 
1956.05.13	584		kuplung	Scuderia Ferrari	Lancia 	Lancia 
1959.07.18	207	12		Alan Brown Equipe	Cooper 	Climax 
1956.06.03	111		motor	Vandervell Products Ltd	Vanwall	Vanwall 
1954.06.20	767	6		Prince Bira	Maserati 	Maserati 
1953.07.18	729	6		Officine Alfieri Maserati	Maserati 	Maserati 
1954.10.24	42		kuplung	Scuderia Lancia	Lancia 	Lancia 
1959.12.12	111	2		Rob Walker Racing Team	Cooper 	Climax 
1959.07.05	731		kõfelverõdés	Team Lotus	Lotus 	Climax 
1955.07.16	606		olajfolyás	Officine Alfieri Maserati	Maserati 	Maserati 
1952.05.30	33		kipufogócsõ	Mel Wiggers	Kurtis 	Offenhauser 
1958.05.26	127	11		Ecurie Maarsbergen	Porsche 	Porsche 
1954.08.01	779	4		Daimler Benz AG	Mercedes 	Mercedes 
1952.06.22	200		motor	WS Aston	Aston	Butterworth 
1950.09.03	470		kiesett	Ecurie Rosier	Talbot-Lago 	Talbot 
1955.07.16	162		olajfolyás	Connaught Engineering	Connaught 	Alta 
1958.05.26	111	9		Rob Walker Racing Team	Cooper 	Climax 
1950.05.30	637		kiesett	Richard Palmer	Adams	Offenhauser 
1954.07.04	595	3		Ecurie Rosier	Ferrari 	Ferrari 
1958.08.03	178		karambol	Cooper Car Company	Cooper 	Climax 
1950.05.13	546		kuplung	Officine Alfieri Maserati	Maserati 	Maserati 
1952.08.17	111	6		Equipe Gordini	Gordini 	Gordini 
1959.05.30	658		karambol	Sutton	Sutton	Offenhauser 
1956.08.05	287		kormány	Officine Alfieri Maserati	Maserati 	Maserati 
1957.05.30	677	4		Kurtis Kraft	Kurtis 	Novi 
1950.07.02	721		motor	Scuderia Achille Varzi	Maserati 	Maserati 
1953.06.21	606		motor	Equipe Gordini	Gordini 	Gordini 
1958.05.30	188		karambol	Kurtis Kraft	Kurtis 	Offenhauser 
1951.07.29	419		túlhajtás	Alfa Romeo SpA	Alfa 	Alfa 
1955.06.19	355		karambol	Gould's Garage (Bristol)	Maserati 	Maserati 
1957.07.20	83	1		Vandervell Products Ltd	Vanwall	Vanwall 
1960.07.16	778	12		Robert Bodle Ltd	Lotus 	Climax 
1950.06.18	625		motor		Talbot-Lago 	Talbot 
1954.06.20	419		gyújtás	Scuderia Ferrari	Ferrari 	Ferrari 
1960.02.07	432	4		Scuderia Centro Sud	Cooper 	Maserati 
1960.02.07	178		sebességváltó	Cooper Car Company	Cooper 	Climax 
1956.05.30	698	12		Kurtis Kraft	Kurtis 	Offenhauser 
1957.08.04	36	10		Officine Alfieri Maserati	Maserati 	Maserati 
1954.10.24	759	7		Ecurie Rosier	Maserati 	Maserati 
1958.05.30	639	1		Epperly	Epperly	Offenhauser 
1959.07.05	369		feladta	Cooper Car Company	Cooper 	Climax 
1951.05.30	102		olajcsõ	Louis and Bruce Bromme	Bromme	Offenhauser 
1959.05.10	54	2		Scuderia Ferrari	Ferrari 	Ferrari 
1959.05.30	677	9		Leader Cards Inc	Kurtis 	Offenhauser 
1950.07.02	364	3			Ferrari 	Ferrari 
1957.08.04	789	15		Ridgeway Managements	Cooper 	Climax 
1952.09.07	448		nem teljesítette a távot	AHM Bryde	Cooper 	Bristol 
1955.06.19	1	1		Daimler Benz AG	Mercedes 	Mercedes 
1958.09.07	226		nem azonosított	Scuderia Ferrari	Ferrari 	Ferrari 
1954.06.20	111	2		Scuderia Ferrari	Ferrari 	Ferrari 
1958.07.06	150	3		Scuderia Ferrari	Ferrari 	Ferrari 
1951.05.27	721		olajpumpa		Talbot-Lago 	Talbot 
1956.06.03	584		futómû	Scuderia Ferrari	Lancia 	Lancia 
1954.10.24	448	1		Scuderia Ferrari	Ferrari 	Ferrari 
1951.05.30	144		kiesett	Jean Marcenac	Kurtis 	Novi 
1954.05.31	577	16		Kurtis Kraft	Kurtis 	Offenhauser 
1957.05.30	698		benzinfolyás	Kurtis Kraft	Kurtis 	Offenhauser 
1959.07.05	127	9		Scuderia Ugolini	Maserati 	Maserati 
1957.08.04	606	6		Officine Alfieri Maserati	Maserati 	Maserati 
1956.07.14	54		karambol	Owen Racing Organisation	BRM 	BRM 
1951.07.29	301		olajnyomás		Talbot-Lago 	Talbot 
1952.05.30	683	18		Bessie Lee Paoli	Kurtis 	Offenhauser 
1953.08.02	153	12			Veritas 	Veritas 
1956.09.02	526	6		Luigi Piotti	Maserati 	Maserati 
1954.08.01	300		benzinfolyás		Maserati 	Maserati 
1950.09.03	111		vízcsõ	Equipe Gordini	Simca-Gordini 	Simca-Gordini 
1952.06.22	134	14			Simca-Gordini 	Gordini
1956.07.14	355	5		Gould's Garage (Bristol)	Maserati 	Maserati 
1952.05.18	701		visszalépés	HW Motors	HWM	Alta 
1960.02.07	535	11		Scuderia Centro Sud	Cooper 	Maserati 
1953.08.02	229		kiesett		Veritas 	Veritas 
1954.09.05	448	2		Scuderia Ferrari	Ferrari 	Ferrari 
1955.06.05	118		motor	Stirling Moss Ltd	Maserati 	Maserati 
1955.05.30	56	2		Kurtis Kraft	Kurtis 	Offenhauser 
1955.05.30	800	14		Epperly	Epperly	Offenhauser 
1957.01.13	238	4		Scuderia Centro Sud	Maserati 	Maserati 
1959.05.30	574	3		Lesovsky	Lesovsky	Offenhauser 
1959.09.13	518	2		Scuderia Ferrari	Ferrari 	Ferrari 
1959.09.13	700	13		Owen Racing Organisation	BRM 	BRM 
1950.06.18	419	4		Alfa Romeo SpA	Alfa 	Alfa 
1952.07.06	617		motor	Scuderia Marzotto	Ferrari 	Ferrari
1952.07.06	606	7		Equipe Gordini	Gordini 	Gordini 
1957.08.18	369	4		Scuderia Centro Sud	Maserati 	Maserati 
1951.05.27	382	11		Ecurie Espadon	Ferrari 	Ferrari
1956.08.05	557		nem teljesítette a távot		Maserati 	Maserati 
1953.05.30	231		gyújtás	Murrell Belanger	Kurtis 	Offenhauser 
1958.05.26	238	2		Owen Racing Organisation	BRM 	BRM 
1957.08.18	185		túlhajtás	Scuderia Centro Sud	Maserati 	Maserati 
1954.05.31	227		kiesett	Bromme	Bromme	Offenhauser 
1954.05.31	639	2		Kuzma	Kuzma	Offenhauser 
1950.05.13	40		kompresszor	TASO Mathieson	ERA 	ERA
1950.06.04	238	8		Ecurie Bleue	Talbot-Lago 	Talbot 
1956.07.14	654	10		Scuderia Ferrari	Lancia 	Lancia 
1953.05.30	508		karambol	Bob Estes	Watson	Offenhauser 
1959.07.18	340		kizárták		Lotus 	Climax 
1951.07.14	759	10		Ecurie Rosier	Talbot-Lago 	Talbot 
1959.07.18	597		futómû	Scuderia Centro Sud	Cooper 	Maserati 
1960.06.06	127	8		Ecurie Maarsbergen	Cooper 	Climax 
1954.07.17	1	4		Daimler Benz AG	Mercedes 	Mercedes 
1955.01.16	248		kiesett	Scuderia Lancia	Lancia 	Lancia 
1950.05.21	169		karambol		ERA 	ERA
1954.01.17	550	8		Baron de Graffenried	Maserati 	Maserati 
